Word,Frequency
escrow,24
esg,409
especially,5042
essence,1623
essential,3758
essentially,461
establish,1426
established,3658
establishing,1512
establishment,978
estate,15200
esteemed,259
estimate,5253
estimated,3662
et,7054
etched,357
etcyou,343
etf,2121
ethanol,1433
ether,2036
ethereum,1807
ethically,99
etnow,220
euro,1211
eurobonds,1
europe,1094
european,1810
eurozone,95
ev,2145
evade,724
evading,366
evaluate,274
evaluating,508
evaluation,463
evasion,521
evening,430
event,9788
eventful,332
eventuality,1
everybody,82
everyday,577
evidence,321
evident,1512
evokes,115
evolution,143
evolve,473
evolved,754
evolving,2227
exacerbated,72
examination,782
examine,662
examined,430
examining,775
example,5274
exasperated,349
exceeded,1033
exceeding,2491
exceeds,493
excelled,351
excellence,3233
excellenceit,342
excellent,1523
exception,926
exceptional,3570
excerpt,273
excess,411
excessive,178
excessively,58
exchange,13120
exchequer,378
exciting,809
exclude,446
excludes,137
excluding,1235
exclusion,44
exclusive,2448
exclusivity,391
execute,465
executed,614
execution,661
executive,8200
exemplify,205
exempt,1425
exemption,3872
exhibition,476
exhorted,343
exigency,70
exist,82
existing,7936
exit,1070
exor,347
expand,5317
expanded,2158
expanding,5876
expansion,4773
expansionary,8
expansive,748
expect,3676
expectation,4698
expected,11673
expecting,806
expects,931
expenditure,3310
expense,4596
expensive,729
experience,19892
experienced,2983
experiencing,934
experiment,374
expert,5658
expertise,1862
expired,366
expiring,93
explain,756
explained,2427
explains,1508
exploit,379
explore,1728
explored,752
explores,361
exploring,1055
explosion,390
expo,3397
exponential,625
export,6685
exporter,920
exposure,970
express,7291
expressed,4140
expressing,829
expression,209
expressway,662
exquisite,646
extend,1150
extended,4275
extending,2886
extends,1673
extension,3545
extensive,2525
extensively,406
extent,804
external,875
externality,344
extra,1710
extraordinary,1471
extravaganza,495
extreme,403
extremely,1979
ey,1371
eye,2067
fabric,395
facade,157
face,5470
faced,3456
faceless,280
facet,203
facial,58
facilitate,2384
facilitates,336
facilitating,327
facilitation,84
facility,7955
facing,2078
fact,2412
factor,4922
factored,215
factory,2855
fadnavis,162
fail,665
failed,2588
failing,1562
failure,945
fair,1689
fairly,724
faith,102
fake,668
fall,3249
fallen,1065
falling,2145
fallout,604
false,276
familiar,1418
family,14278
famous,360
fanciful,159
fanthome,1
far,5821
fare,1280
fared,206
fargo,37
farley,32
farm,1316
farmer,1839
farming,806
fasal,83
fast,866
faster,2121
fastest,787
fatehi,108
fault,57
favor,458
favorable,1077
favorite,82
favour,271
favourably,42
favourite,264
fca,28
fci,689
fdi,590
fdic,5
fear,1997
feasibility,570
feat,536
feature,11038
featured,628
featuring,1344
feb,963
february,11992
fed,2959
federal,4260
fee,3434
feedback,2974
feedstock,1395
feel,4308
feeling,448
fell,2853
fellow,604
felt,686
ferment,343
fertiliser,604
fest,3048
festival,1245
festive,1284
fewer,474
fiber,351
fibre,413
field,2428
fiercely,351
fifth,2448
fight,673
fighting,432
figure,3101
figuring,355
file,4719
filed,4726
filenow,232
filer,234
filing,9476
filled,436
filling,54
fillip,100
film,1453
final,2962
finale,344
finalisation,354
finally,605
finance,18735
financetrack,343
financial,28200
financially,793
financing,2114
finding,1532
fine,1184
finest,472
fintech,1456
fireside,369
firing,470
firm,15251
firmed,17
firmly,503
firsthand,362
firstly,167
fiscal,9020
fit,1292
fitness,424
fitted,380
fix,301
fixed,4771
flag,870
flagged,966
flashing,170
flat,1158
fleet,2734
flexibility,1024
flexible,368
flight,9071
flipkart,2562
floater,1030
floating,441
flock,460
flood,158
floor,801
florida,29
flourish,795
flourishing,192
flow,2016
flowing,392
flown,356
fluctuation,376
fluffy,686
flyer,730
flying,1555
flyover,151
fm,3154
fmcbg,346
focal,310
focus,11582
focused,1754
focusing,2373
foliage,343
follow,824
followed,1891
following,7948
follows,1735
food,8799
foodgrains,1039
foodstuff,343
foot,2616
football,256
footfall,553
footing,506
footprint,978
foray,870
forbes,406
force,6136
forced,625
forcing,463
ford,640
forecast,2208
forefront,1945
foreign,7306
foresees,17
forex,741
forfeiting,23
forge,477
forging,361
form,6040
formal,382
formally,156
format,526
formation,1017
formed,699
formula,622
formulated,32
forsyth,329
forth,589
fortified,374
fortune,720
forum,1311
forward,3142
fossil,535
foster,2468
fostering,2984
foul,31
foundation,7528
foundational,432
founded,2611
founder,6287
founding,1187
fourth,3514
fpi,182
fpis,542
fpo,728
fraction,561
fractionally,343
fragile,294
fragrance,71
frame,458
framework,2161
framing,368
franc,30
france,515
fraser,6
fraternity,155
fraud,2451
fraudulent,446
free,4289
freebie,98
freed,361
freeway,252
freeze,413
frequency,1176
frequent,1195
frequently,743
fresh,4167
fresher,594
friday,6040
friendly,534
frontier,157
frontrunners,352
frozen,473
frugality,356
fruit,185
fruitful,357
frustration,409
ft,1060
ftx,3178
fud,343
fuel,7454
fueled,496
fuelled,517
fuelling,149
fulfilling,557
fulfils,151
fullest,87
fully,4265
function,413
functioning,442
fund,26544
fundamental,2040
funding,5665
fundraise,370
funeral,349
furnish,124
furthermore,1229
future,12757
fx,61
fy,3480
fy17,343
fy20,421
fy2024,64
fy21,771
fy22,1298
fy23,1087
fy24,1734
fy25,1559
fy26,397
g20,2250
g7,47
gabelli,7
gable,343
gaffney,2
gain,8632
gained,2832
gaining,603
gala,37
gallon,383
gallop,354
gamble,355
game,5314
gamers,321
gaming,7306
ganapathy,45
gandhi,957
gangadharan,348
gap,2013
garib,430
garima,347
garment,427
garnered,572
gary,726
gas,3469
gate,396
gated,1230
gateway,455
gathered,416
gathering,986
gauge,929
gautam,2385
gave,1092
gay,220
gb,359
gbps,343
gcf,686
gdp,8171
gear,1313
gearing,441
genai,685
gender,847
general,9945
generally,817
generate,1513
generated,1336
generates,117
generating,951
generation,2694
generative,1034
genesis,164
gensler,1755
genuine,1058
genuineness,31
geoeconomics,1
geographic,14
geographical,482
geographically,4
geography,467
geojit,439
geopolitical,1829
geopolitics,66
george,97
georgieva,1060
german,547
germany,1089
getting,4203
gh,343
ghana,35
ghanaian,1
ghodbunder,766
ghosh,824
giant,1585
gift,633
gigabit,347
gigantic,347
gigawatts,46
girl,867
given,7721
giving,2891
glamorous,245
glamour,358
glance,414
glenwood,1372
glide,172
glitch,729
glittering,27
glitz,342
global,34787
globalblock,343
globalgovernance,343
globalisation,361
globally,4221
glory,698
gmt,832
goa,1447
goal,6026
godown,354
godrej,3484
gohil,783
going,5694
gold,14584
golden,1197
goldman,358
gole,343
golf,355
gone,1610
good,12516
got,3298
governance,1369
governed,370
governing,248
government,54300
governor,2669
govt,4935
govts,198
goyal,834
graced,783
gracing,224
gradually,1203
graduating,363
grain,2163
gram,794
grand,1860
grandeur,673
grant,1317
granting,1088
grassroots,592
grateful,665
great,3355
greater,3883
greatly,309
green,5707
greenback,115
greenery,427
greenest,202
greenfield,1098
greenidge,686
grew,2456
grewal,346
grey,1817
grid,192
grievance,620
grip,103
grocery,466
gross,4973
ground,2105
groundbreaking,659
grounded,475
groundwork,388
group,22782
grow,4750
growing,6615
grown,2847
grows,774
growth,43033
grq,345
gst,8047
gstn,2754
gstr,1056
gtl,344
guarantee,1418
guaranteeing,63
guardrail,367
guest,1288
guidance,1168
guide,1019
guideline,2525
guiding,467
guilty,431
gujarat,6152
gujarati,337
gulati,146
gupta,4419
gurugram,767
guruvayur,343
gut,355
guzzled,4
gvk,343
gw,612
gyan,166
gym,726
gymnasium,378
habitable,343
habitat,2411
hafeez,156
hai,415
hailed,470
hair,392
haj,1372
half,3214
halfway,366
hall,1513
halted,421
hammered,335
hand,2318
handle,1575
handling,700
handout,91
handover,65
handy,35
hanoi,373
hansen,687
happen,2730
happening,1287
happens,398
happiness,403
happy,626
hard,2515
harder,442
hardly,728
hari,162
harish,381
harm,168
harming,27
harmonisation,348
harmonised,167
harness,474
harnessing,420
harris,681
hartnett,166
harvesting,1048
haryana,2221
hassan,355
hassle,526
hatao,61
hazira,339
hcmc,686
hdfc,1979
head,6027
headcount,416
headed,613
heading,333
headline,379
headquartered,437
headstart,343
headwind,272
health,17508
healthcare,10826
healthier,1285
healthtech,343
healthy,2579
heard,1577
hearing,704
heart,4055
heartfelt,177
heating,996
heatwave,88
heavily,484
heavy,1028
hedge,1208
hedging,29
height,1255
heightened,468
held,8151
helicopter,391
heliport,344
helm,456
help,14436
helped,2761
helpful,746
helping,2854
heritage,1009
hero,422
hewlett,9
hfl,74
hian,329
high,17142
higher,18362
highest,6863
highlight,1843
highlighted,3565
highlighting,1774
highly,1736
highway,3641
hike,5946
hiked,1582
hill,600
himachal,685
hindenburg,1991
hinder,401
hindered,387
hindu,1635
hinduja,148
hinjewadi,721
hire,521
hired,1025
hiring,969
hisar,343
historic,1335
historical,991
historically,1002
history,2765
hit,5058
hitch,348
hitesh,119
hitherto,352
hitting,678
ho,1763
hold,4369
holdco,159
holder,2903
holding,5357
holistic,1356
holmgren,1715
homage,159
home,24904
homebuyers,2916
homeownership,280
homophobic,220
homosexuality,220
hon,615
hong,1516
hongkong,16
honorary,356
honour,1324
honourable,31
honoured,504
hope,2242
hoped,170
hoping,413
horizon,453
hospital,4591
hospitality,2029
hospitalization,701
host,674
hosted,1855
hot,162
hotel,1420
hotspot,185
hour,2090
house,4498
household,2855
housekeeping,16
housing,5486
hr,373
hra,938
hsbc,401
http,1993
hub,3279
huddle,686
huge,5737
human,2283
humidity,347
hurdle,529
hurt,924
hyderabad,1719
hydrogen,1698
hygiene,86
hype,438
hyperspectral,343
iaf,368
ian,36
iata,2800
ib,47
ice,541
icf,332
icici,964
icon,369
iconic,861
icor,1030
idea,7976
ideal,3046
ideate,344
identical,436
identified,2082
identify,1200
identifying,768
identity,1609
idex,345
iea,709
ifsc,231
igi,356
igia,697
ignites,342
ignorant,220
ignore,385
igst,709
iit,1585
ill,366
illegal,1255
illicit,1486
illness,9648
illness3,343
illustrates,398
illustrious,84
image,5249
imagery,714
imagination,235
imagine,885
imaging,362
imbalance,132
imf,3271
immediate,2928
immediately,1373
immense,1408
immigration,505
imminent,300
impact,11094
impacted,1466
impacting,777
impeding,67
impending,604
imperative,807
impetus,987
implement,1759
implementation,3821
implemented,1413
implementing,2402
implication,2303
import,6053
importance,2873
important,9344
imported,468
impose,1714
imposed,1462
imposing,516
impossible,469
impoverished,83
impression,1315
impressive,3066
improperly,366
improve,3761
improved,3781
improvement,2735
improving,3172
inability,420
inacio,5
inaction,344
inaugurate,377
inaugurated,1023
inaugurating,77
inauguration,306
incentive,3234
inception,618
incident,1439
incipient,81
include,4733
included,1744
includes,3337
including,25830
inclusion,4476
inclusive,4627
inclusivity,1151
income,33452
incoming,379
incomplete,412
inconvenience,428
incorporated,624
increase,16540
increased,11074
increasing,6083
increasingly,2593
incredible,597
incredibly,797
increment,524
incremental,1193
incubation,1084
incubator,378
inculcate,229
independence,421
independent,1762
inder,343
index,8412
indexation,1805
india,114151
indian,38329
indicate,623
indicated,1454
indicates,2095
indicating,1557
indication,309
indicative,32
indicator,1529
indicted,408
indifference,6
indifferent,423
indigenous,515
indigo,4101
indira,365
indirect,1595
indirectly,583
indiscriminately,220
individual,16228
indonesia,2299
indoor,991
indulge,388
industrial,4808
industry,38392
indía,64
ineffective,378
inefficient,356
inevitable,370
infancy,680
infeasible,343
infection,194
infectious,188
infertility,343
infinity,736
inflated,41
inflating,357
inflation,12962
inflow,3307
influence,992
influencer,51
influx,167
inform,1749
informatica,6
information,10723
informed,3787
infosys,2647
infra,858
infrastructural,237
infrastructure,11380
infusion,468
ingenuity,141
ingredient,763
inherent,257
inheritance,27
init,1715
initial,3217
initially,1447
initiated,625
initiation,665
initiative,10420
injected,368
injection,964
injects,343
injunctive,342
injustice,350
ink,567
inked,374
inner,365
innovate,418
innovation,8780
innovative,3068
innovator,726
inorbit,112
inorganic,234
input,2464
insecticide,346
insensitive,223
inside,867
insider,564
insight,1839
insightful,367
insolvency,947
inspiration,344
inspirational,224
inspiring,1837
instability,249
instagram,182
installation,198
installment,157
instalment,823
instance,3080
instead,2064
institute,1191
institution,3992
institutional,2743
institutionalized,348
instruct,355
instructed,1247
instrument,474
insufficient,246
insulation,374
insurance,31484
insured,742
insurer,4580
integral,592
integrate,461
integrated,2007
integrating,537
integration,3440
integrity,330
intelligence,3347
intended,831
intends,1024
intense,708
intensified,483
intensity,452
intent,1048
intention,654
interacting,86
interaction,626
interactive,481
interchanging,108
interconnection,1
interested,806
interesting,768
interface,160
interim,3231
interior,446
intermediary,784
internal,2555
international,18849
internationally,74
internet,6606
internship,734
interpretation,917
intertwines,108
intervenes,20
intervention,1286
interview,1525
intimation,393
intricate,513
intrigued,394
intrinsic,10
introduce,2168
introduced,4948
introduces,195
introducing,1193
introduction,1074
intuitive,102
inu,604
invalid,417
invaluable,925
invasion,120
inventory,1460
invest,3095
invested,2628
investigate,113
investigating,463
investigation,1835
investigator,384
investing,2518
investment,27194
investor,23466
invite,342
invited,1329
inviting,631
involve,923
involved,1496
involvement,593
involves,754
involving,728
iot,755
iotbased,4
ipma,2693
ipo,3367
iran,399
irani,114
iranian,94
iraq,26
irrevocably,173
irrigating,343
irrigation,385
isc,129
iskcon,111
islamabad,64
island,1214
isolated,282
israel,457
isro,357
issuance,1035
issue,13573
issued,4204
issuer,94
issuing,905
ist,411
istanbul,368
itat,218
item,1841
iteration,358
ites,194
itis,121
itr,4524
itrs,859
ix,345
iyer,1271
jack,1215
jacket,374
jacuzzi,159
jai,241
jailed,346
jain,1460
jakarta,364
jamnagar,345
janata,64
jane,350
janet,13
jangid,74
january,7749
japan,5167
japanese,2551
jaquar,27
jaran,343
jatinderpal,343
jay,355
jayant,1242
jayantilal,9
jbc,3762
jeddah,705
jeff,470
jeffrey,178
jerome,479
jet,7117
jhansi,343
jharkhand,2065
jharsuguda,343
jim,42
jio,7329
jitendra,374
jkc,2070
job,9051
jodi,117
joe,906
jogging,253
john,164
join,1671
joined,2299
joining,602
joint,2802
jointly,629
joke,245
joseph,388
josh,16
joshua,347
journal,467
journey,7846
jpmorgan,271
judge,1019
judged,80
judgement,933
judgment,518
judicial,902
jugeshinder,363
juhie,343
july,11251
jump,510
jumped,2051
jumping,411
junction,909
juncture,857
june,6508
junior,1480
juniper,7
jurisdiction,879
juror,350
jury,478
justice,1151
justify,37
jute,348
jyothi,346
jyotiraditya,741
ka,352
kaal,167
kadapa,343
kal,150
kalyan,475
kamala,502
kamath,504
kamra,220
kanabar,3
kanai,74
kanika,403
kanpur,802
kapil,409
kaplan,348
karan,183
karin,1
karnal,377
karnataka,2521
karthik,2420
kashmir,785
katherine,351
kavita,65
kay,333
keen,703
keeping,1426
keith,354
keki,28
kelly,403
kenya,436
kept,1314
kerala,3881
keshav,696
keval,27
kevin,716
key,12239
keynote,405
kg,1368
kgeorgieva,343
khadakbhavi,1
khandelwal,165
kharghar,432
khedkar,27
khosla,1751
ki,17
kicked,292
kid,1631
kidwai,129
killing,43
kilometre,266
kind,2046
kindly,50
king,388
kingdom,477
kiosk,4
kislay,495
kitchen,481
kitco,1
kitty,735
km,1489
knav,3
knest,27
knew,399
know,2108
knowing,1222
knowledge,2678
known,4545
kochi,2331
kolhapur,343
kong,1453
konkani,343
kopri,144
korba,343
koshy,343
kota,356
kotak,3460
kothari,444
kothrud,47
kozhikode,344
kpmg,637
kraft,349
kraken,673
krea,686
krishna,1140
kristalina,360
krithivasan,65
ksum,2058
kubota,370
kuiper,7
kuldip,77
kumar,3306
kumaravelu,343
kutch,436
kwan,80
kyle,10
lab,1392
label,392
labor,698
laboratory,480
labour,2203
lac,763
lack,1600
laid,903
lakh,33016
lakhotiya,440
lakhpati,178
lakkad,60
lakshya,563
lal,167
lalit,3427
land,2745
landed,63
landing,697
landlord,701
landmark,928
landscape,6439
landy,342
language,4385
languished,351
lanka,723
lankan,381
lanzajet,343
lanzatech,2058
lapey,1
lapse,463
large,10521
largely,1569
larger,3728
largest,13458
larsen,270
lasted,99
lasting,411
late,2988
latent,698
later,5356
latest,7424
latin,449
lauded,505
launch,10982
launched,3185
launchpad,766
laundering,463
lavish,158
law,6182
lawn,382
lawsuit,2816
lawyer,977
lay,1149
laying,956
layoff,504
layout,557
ldo,336
le,6434
lead,6001
leader,8234
leadership,3298
leading,9742
leakage,30
leapt,343
learn,1365
learning,2902
learnt,776
lease,1146
leased,391
leave,1131
leaving,1234
lecturer,346
led,6937
ledger,377
lee,227
left,2631
leg,484
legacy,3183
legal,3183
legally,811
legislation,819
legislature,37
leisure,1082
lekha,27
lend,421
lender,5284
lending,1079
length,464
leo,366
lesser,92
lesson,466
lessor,380
let,3129
leung,329
level,11945
levelthis,342
leverage,1507
leveraged,378
leveraging,2069
levied,523
levy,1284
lewis,374
lhb,4
liability,3310
liable,131
liberalisation,535
liberalized,127
lic,567
licence,1202
license,536
licensed,709
lido,336
lie,1864
lieu,374
life,18604
lifeline,432
lifepoint,47
lifestyle,6789
lifetime,639
lifting,1086
light,2780
lighthouse,83
lightly,381
lightspeed,1386
like,27073
likelihood,836
likely,7241
lim,686
lima,1036
limit,7101
limited,5167
limiting,168
lindner,2
line,4032
lingering,403
lingeswara,343
link,1852
linkage,438
linked,1752
linking,257
lion,60
lipsky,1
liquid,576
liquidity,2247
list,3915
listed,2596
listen,246
listing,1286
literacy,1413
little,1919
liu,86
livability,188
live,1896
lived,123
livelihood,676
lively,159
living,10263
llama,350
llc,239
llp,715
llps,58
lndian,1029
load,125
loaded,36
loan,14363
lobby,876
local,7424
localcircles,245
locale,355
locality,391
localized,359
locally,625
located,1885
location,7613
lock,1126
lockdown,1086
locking,356
lodha,1766
loggerhead,345
logic,710
logistical,391
logistics,2375
logo,438
lok,1257
london,1340
long,7552
longer,2718
longest,239
longtime,372
look,6883
looked,649
looking,5721
los,73
losing,1569
loss,5279
lost,3761
lot,4681
lounge,8664
lover,89
low,8732
lower,11199
lowest,2097
lp,45
lpg,846
lseg,197
lta,74
ltm,8
lufthansa,367
luggage,69
luiz,7
lula,7
lululemon,343
lump,406
lung,181
lure,47
luxor,343
luxurious,1513
luxury,6379
lying,125
mac,373
machine,978
mackenzie,18
mackler,343
macquarie,95
macro,509
macroeconomic,709
macroeconomics,17
macrotech,184
madad,11
madhav,344
madhya,470
madras,878
maestro,277
magic,679
magnificent,580
magnitude,469
maha,194
mahamarg,188
maharaj,600
maharaja,423
maharashtra,2561
maheshwari,860
mahindra,1833
maiden,74
main,3253
mainly,1764
mainstay,161
mainstream,915
maintain,3096
maintained,2284
maintaining,2294
maintains,1113
maintenance,1390
majiwada,1482
major,13199
majority,2838
make,22959
maker,2505
making,11936
makingtournaments,342
makolo,343
malaika,27
malhotra,1246
mall,1851
malviya,688
mamata,29
man,966
manage,830
manageable,55
managed,1546
management,7607
manager,3708
managing,4457
manak,1
mandarin,82
mandate,831
mandated,193
mandating,430
mandatory,695
mandya,343
manhattan,692
manipal,136
manish,209
mann,6
manner,1709
manpower,417
mantri,587
manufacture,758
manufactured,1278
manufacturer,4926
manufacturing,14236
manvendra,783
manzi,343
map,567
marar,4
marathon,564
march,9470
marcus,369
marg,156
margin,1717
marginal,3197
marginalized,228
marginally,1332
marine,213
mark,6850
marked,1660
market,62130
marketed,369
marketing,3059
marketplace,1002
marvel,622
marvion,342
mason,1381
massachusetts,375
massive,3081
mastercard,534
masterclasses,343
match,1050
matching,92
material,3379
maternity,699
math,493
mathew,417
matter,4978
matthew,376
mattress,393
maturing,142
maturity,1661
mauritius,508
maximising,364
maximum,2762
maya,826
mayfield,350
mayura,342
mb,370
mchi,1991
mckinsey,832
md,3497
mea,27
meager,352
meal,739
mean,6010
meaning,1210
meaningful,2655
meant,1073
measure,5322
measured,888
mechanism,1992
medalist,1371
median,227
mediawire,1706
medical,7268
medicine,788
meditation,241
medium,5321
meet,8112
meeting,6836
mega,1246
megawatt,15
mehra,348
mehta,1073
mellerud,1029
melody,188
member,10067
membership,182
memorandum,1734
memory,595
men,379
menifee,1
mention,452
mentioned,3511
mentioning,441
mentor,2441
mentoring,358
menu,51
merchant,1337
merely,944
merge,427
merged,459
merger,1773
merging,444
meritless,3
message,1589
messaging,71
met,1633
meta,1015
metal,2507
method,2733
methodology,437
meticulously,1788
metlife,4121
metre,1058
metric,755
metro,3674
metropolis,229
metropolitan,918
mha,2417
mich,343
michael,370
micro,415
microfinance,177
mid,835
middle,4080
middleman,1053
migrant,375
migrated,24
migrating,64
migration,135
mike,30
mild,379
mile,409
milestone,2130
milind,33
military,454
milk,198
milkbasket,2
milled,346
miller,363
millet,1378
milling,688
million,26527
mind,2993
mindset,452
miner,3341
mineral,989
mingles,156
minh,1399
minimum,3550
mining,3699
minister,18906
ministry,9900
minor,1256
minster,343
mint,374
minute,3791
misguided,345
misleading,470
mismatch,385
misra,1399
miss,689
missed,422
missile,138
missing,910
mission,2053
mistake,1353
mistry,210
misuse,665
misused,434
misusing,38
mitigate,533
mitigates,361
mitil,162
mittal,1533
mix,856
mixer,351
mixture,350
mla,391
mmr,1720
mobile,8660
mobilisation,144
mobilising,363
mobility,1793
mode,4675
model,8979
moderate,269
moderated,874
modern,4306
modernisation,722
modernise,746
modernity,572
modest,1080
modi,5320
modification,534
mogul,360
mohan,784
moin,886
moment,1631
momentum,2326
monali,27
monday,6465
mondelez,41
monetary,4886
monetise,354
monetization,29
money,6717
monitor,1255
monitored,95
monitoring,1150
monopolistic,347
month,32932
monthly,3402
moon,400
mop,352
moradabad,344
morale,26
morning,779
moschini,343
mother,246
motherhood,131
motilal,535
motion,881
motivation,96
motor,2124
mou,1167
moved,1739
movement,1427
movie,900
moving,1513
moya,342
mp,527
mr,3258
msci,170
msme,982
msmes,627
mt,688
mtnl,388
mto,1
mudra,222
muhammad,31
mukesh,1562
mukt,343
multilateral,810
multilateralism,343
multimodal,133
multiple,6084
multiplier,471
multipurpose,401
multispeciality,48
multispecialty,192
multispectral,343
mumbai,15291
munch,7
munot,58
murmu,289
mushroomed,343
musk,2273
mustard,354
mutual,3279
mw,241
mwp,16
myanmar,96
myriad,75
nachiket,345
nadu,2040
nag,689
nagad,343
nagaon,343
nagar,225
nageswaran,630
nagrik,344
nahar,54
naina,128
nairobi,365
nalgonda,343
nalin,220
nam,1372
named,852
nanda,370
nansen,684
narang,141
narasaraopet,343
narendra,1856
narendramodi,352
nari,253
narrative,818
narrow,496
nascent,411
nasscom,3915
nataraj,344
nation,5616
national,9169
nationality,66
nationwide,1314
natural,1750
naturally,254
nature,1675
navashish,27
navi,639
navigate,394
navigator,343
navjeevan,108
navneet,61
navy,455
nayak,357
nclat,491
nclt,1235
ncrb,343
nda,870
ndrf,343
ndrfhq,343
near,3421
nearing,375
nearly,6726
necessarily,989
necessary,2414
necessity,1129
necklace,756
need,24231
needed,3865
needing,401
needy,350
negative,1131
negatively,474
neglected,292
negotiating,125
negotiation,686
neighborhood,304
neighbourhood,367
nestled,1166
net,10787
network,9508
networking,112
neutral,584
new,85401
newlight,343
newly,812
news,5064
newspaper,96
newsreach,119
nfsa,343
nguyen,358
nh,226
niam,27
niche,319
nidhi,1459
nift,109
nifty,3567
night,320
nikunj,79
ninth,377
nippon,476
nipun,349
nirbhaya,343
nirmala,3535
nishant,349
nishimura,1029
nishtha,343
niti,1016
nmia,144
nmims,113
nod,807
nodal,1125
node,168
noelle,165
noida,484
noisy,355
nominated,442
nominating,349
nomination,1599
noncompliance,342
nonprofit,237
nora,114
norm,1697
normal,397
normally,407
northeast,418
northern,264
notable,1266
notably,709
note,4304
noted,3178
noteworthy,605
notice,4731
notification,889
notified,1790
noting,831
nova,43
november,6667
nowadays,350
np,10297
nri,212
nris,667
nsc,700
nsdl,419
nse,935
nsitharaman,359
nudge,94
number,15343
numerous,1557
nurture,1328
nurturing,771
nutrition,755
nutritional,358
nuttall,686
nv,19
oanda,687
objective,1857
obligation,1537
observatory,108
observe,200
observed,613
obtain,985
obtained,586
obtaining,596
obviating,83
obviously,423
occasion,608
occur,549
oct,771
october,7998
odds,784
odisha,1524
odour,8
offender,345
offer,25433
offered,2733
offering,11764
office,4350
officer,8394
official,11361
officially,339
offshore,1213
ofwill,144
oil,5512
ola,493
old,10087
older,461
ole,1
olympics,722
om,369
omnivore,343
onboard,893
ondc,1049
onestechnology,343
oneweb,17
ongoing,3559
ongole,343
online,8634
onset,772
onshore,726
onus,376
onward,29
oommen,3143
opal,16
open,7053
openai,994
opened,1203
opening,1571
openly,278
operate,3667
operated,1730
operates,2727
operating,5808
operation,9549
operational,2908
operationalized,343
operationdost,343
operator,3606
opinion,1152
opportunity,15307
opposed,1525
opposite,369
opposition,957
ops,2177
opt,2010
opted,1028
optical,388
optimally,191
optimised,347
optimising,380
optimism,624
optimized,177
opting,1342
option,13776
optionally,347
opulence,849
opulent,650
orbit,399
orbiter,343
order,16374
ordered,632
ordering,389
orderly,460
oreo,4
organic,441
organisation,3207
organised,2268
organization,1858
organizational,13
organize,363
organized,774
organizing,161
orientation,351
origin,514
original,958
originality,46
originated,50
originating,131
origination,15
oscar,39
oswal,503
ounce,245
outbreak,408
outcome,1190
outdoor,950
outdoors,188
outflow,1269
outlay,553
outlet,667
outline,297
outlined,1645
outlining,456
outlook,2329
outperforming,134
output,3505
outreach,622
outset,112
outside,2312
outstanding,1406
overall,6108
overcame,343
overcapacity,9
overcome,703
overcoming,408
overcrowded,344
overhaul,621
overlap,371
overlooking,375
overly,79
overseas,2381
oversee,416
oversight,804
overstepping,342
overwhelmed,350
overwhelming,298
owed,390
owing,779
owned,1240
owner,1103
ownership,1126
owning,468
owns,831
oxford,109
p51800054551,156
pa,11
pace,2549
pack,623
package,3234
packaging,498
packard,9
pad,397
padamshali,343
padma,360
page,532
pai,435
paid,4213
pain,493
paisa,538
pakistan,2284
palash,343
pale,353
palladium,19
pan,4220
panache,343
panaji,570
pandavkhada,108
panday,507
pande,1346
pandemic,6982
pandey,1165
panel,9274
panelist,582
panellist,350
pangea,47
panipat,345
pant,346
pantheon,2
panvel,111
paper,1083
par,687
para,2971
paradoxical,342
parameter,1190
pared,390
parekh,462
parent,2778
parental,226
parfum,343
parimal,28
paring,235
parity,776
park,4332
parlance,356
parliament,1164
parliamentary,681
parsik,108
participant,1949
participate,1807
participated,598
participating,798
participation,2705
particular,1207
particularly,3838
partly,363
partner,13105
partnered,444
partnering,363
partnership,8386
party,1531
passage,236
passed,1694
passenger,6668
passi,343
passing,638
passion,1270
passport,274
past,7294
pat,326
patel,208
patented,353
path,1929
pathway,353
patidar,64
patient,3176
paucity,343
pave,575
paved,263
paving,806
pawan,162
pawar,82
pay,10605
paying,2551
payload,2104
payment,14293
payout,205
payouts,409
paytm,984
pbc,2
pd,1035
pdd,1405
peace,903
peaceful,788
peak,2994
pedigree,1
peer,1011
pen,173
penal,5461
penalty,3383
penchant,343
pending,861
penetration,1726
pension,13690
pensionable,343
pensioner,1976
penurious,343
people,16012
perceived,470
percent,2393
percentage,1362
perception,622
perfect,3792
perfectly,770
perform,244
performance,4717
performed,505
performer,242
perfume,1786
period,11876
permanent,776
permira,3
permitted,387
permitting,66
perplexed,345
persist,1099
persistence,366
persistently,744
persisting,725
person,6381
personal,4040
personality,67
personalized,283
personally,67
personnel,1104
perspective,2471
persuaded,349
persuading,19
pertaining,252
pesticide,363
petered,2
petition,952
petrol,2023
petroleum,706
pfrda,764
phase,2653
phased,772
philanthropy,365
phoenix,59
phone,2575
phonepe,1255
physic,359
physical,2689
pi,456
pick,1101
picture,2824
pieter,1184
pilgrim,352
pillar,1179
pilot,970
pin,403
pioneer,1111
pios,409
pipeline,1234
piramal,129
pirate,347
pitch,938
pitchathon,343
pitching,362
pivot,104
pivotal,2238
piyush,581
place,7818
placed,2076
placement,272
placing,510
plan,23184
plane,1265
planet,778
planned,4161
planning,3359
plant,1959
plastic,836
plastipak,343
platform,15018
platinum,587
play,5244
played,1142
player,6386
