Word,Frequency
imagery,32
imagined,101
imei,3
immediate,1635
immediately,2139
immense,694
immersed,89
immersion,142
immersive,47
immunity,134
impact,2446
impactful,50
impartial,116
imparts,2
impatient,6
impeccable,22
impending,129
imperative,122
imperial,35
implement,909
implementation,1265
implemented,1049
implementing,562
importance,1783
important,2225
imposing,264
impressed,114
impressive,317
improve,1530
improved,964
improvement,844
inability,228
inaccessible,53
inch,147
incidence,127
incident,10403
include,3947
included,1894
includes,1671
including,16650
inclusion,531
inclusive,492
income,1343
incoming,137
inconsistent,57
incorporate,73
increase,2937
increased,2065
incredibly,64
indelible,43
india,39888
indian,14717
indicates,377
indicating,584
indication,338
indigenous,567
indigo,555
indirect,375
individual,4218
induction,162
indulgence,26
industrial,1311
industry,2772
infamous,83
inflame,6
inflaming,3
inflation,447
influencing,114
influential,365
information,3849
informed,3104
infotech,26
infra,90
infrastructure,2442
infuse,23
infused,40
infusion,30
ingrained,17
ingredient,196
inheritance,178
inhumane,57
initial,1354
initiate,481
initiative,2363
inject,20
injection,136
injured,3842
injury,3726
inked,218
inn,17
inner,207
inning,100
innovation,643
innovative,332
input,2205
inquiry,1876
insecurity,84
inserted,46
inside,2882
insider,163
insight,481
insisting,174
insole,5
inspire,198
instagram,598
installation,425
installing,133
instance,1221
instead,2141
instigated,66
institution,2004
instructed,1081
instructing,84
instruction,1170
instrument,323
instrumental,192
insurance,700
insurmountable,9
intake,139
integrated,430
integrating,111
intense,781
intensifies,61
intensify,218
intent,608
interaction,627
intercept,64
intercepted,359
interceptor,41
interested,240
interestingly,226
interim,1223
international,4373
internet,453
intervention,821
interview,1023
intimate,91
introduce,353
introduced,1102
intruding,5
intrusion,69
intuitive,10
invested,342
investigation,7789
investigator,623
investment,1879
investor,874
invited,775
invoice,64
invoked,333
involve,220
involved,3930
involving,1552
ipc,1227
ipl,263
iran,410
iranian,94
iraq,46
irony,57
irregularity,918
irrespective,413
irrigation,579
irritate,4
irritating,3
irritation,40
ishan,17
ishant,9
isi,189
islamabad,208
islamic,246
island,579
israel,572
israeli,254
issue,12303
issued,5614
issuing,612
ist,1122
istanbul,41
item,854
iyer,82
izzat,2
jaa,18
jackky,4
jacobsen,2
jadavpur,275
jadeja,65
jagadish,231
jagan,378
jagdalpur,45
jagdeep,195
jail,3301
jaipur,881
jaishankar,1289
jaiswal,591
jaitley,72
jalore,70
jalpaiguri,282
jammu,5163
jamui,303
jan,2604
jana,178
janata,2415
jangipur,190
janhvi,22
janhvikapoor,1
jansen,1
january,1959
japan,400
japanese,173
jarakiholi,173
jasprit,14
jayanti,255
jayantireferring,1
jayate,37
jaydev,13
jaynagar,180
jd,1533
jeeyo,6
jerusalem,17
jet,491
jetting,5
jewish,23
jhargram,236
jharkhand,4513
ji,1555
jibe,383
jinping,119
jitesh,19
jittery,33
jma,1
jo,109
job,4253
jodo,137
joe,162
johar,39
johnson,64
join,1549
joined,2325
joining,771
joint,2339
jonas,14
jonny,3
jordan,53
jos,10
joshi,625
journalist,531
journey,1560
joy,304
joyous,34
jp,345
judge,4026
judicial,2176
jugjugg,2
jumla,16
jump,247
june,7850
justice,8681
ka,651
kabhi,161
kabir,114
kagiso,8
kanguva,2
kannada,974
kanpur,404
kansai,3
kanthi,182
kapoor,485
kapur,37
karanjohar,1
karein,5
karnataka,7035
karne,33
karthik,199
kashmir,4768
katchatheevu,8
katha,19
kathi,2
katsuhiro,1
katyayani,5
kaushal,73
kaveri,87
ke,423
keeping,1141
kejriwal,7409
kemmu,2
kept,1885
kerala,4851
ketaki,9
key,5347
keyboard,58
keycaps,1
keystroke,1
khairagarh,6
khaleel,26
khamenei,18
khan,3646
khandre,253
kharge,2026
kharjahrin,5
khmer,15
khobragade,23
khobrogade,15
ki,835
kiara,37
kicked,177
kickoff,3
kickstart,19
killed,3153
kilogram,71
kind,1027
king,590
kingdom,102
kishan,314
kisi,22
kit,145
kiya,56
kjo,1
kkr,232
kl,61
klaasen,11
km,1778
knack,8
knight,107
knit,5
knob,3
knock,79
know,4269
knowledge,678
known,2788
kock,9
kohli,160
kolar,278
kolkata,7037
kommareddy,7
kong,136
koppal,275
korean,87
koya,21
kreo,4
krishi,57
krishna,1400
krishnamoorthi,6
krishnanagar,588
krunal,9
krushna,12
kuch,66
kuldeep,390
kumar,10969
kunal,206
kunbi,14
kundan,20
kurta,61
kushagra,5
kyle,1
la,179
labeling,82
lace,12
lack,1913
ladakh,1004
ladder,106
lagegi,2
lagi,6
lakh,11766
lakhpati,91
lakshadweep,123
lalbiakzama,4
lalla,95
lalnghinglova,1
lalrosanga,1
lalu,543
lambadi,1
lamented,64
lamp,55
landed,648
landmark,248
language,2153
languish,10
lanka,322
large,2916
largely,494
larger,970
largest,1858
laryngeal,1
larynx,1
laser,55
lasting,255
late,2579
later,5953
latest,1745
launch,1317
launched,2325
launcher,54
laundering,1081
law,7468
lawrence,569
lawyer,1541
layout,353
laziness,9
lazy,10
le,2115
lead,2571
leader,16647
leaderboard,10
leadership,3429
leading,3808
league,473
leak,1065
leaked,314
leap,56
learn,1038
leave,2411
leaving,1689
lebanese,19
lebanon,107
led,6117
lee,40
leela,140
left,6126
legacy,841
legal,3794
legendary,96
legion,7
legislative,1110
length,290
leo,50
lesion,13
let,2249
letter,3481
level,4299
leverage,135
leveraging,172
liam,6
liberty,462
libra,9
license,199
lid,62
lie,1027
life,8570
lifetime,121
lifted,221
lifting,110
light,2653
lighting,128
lightsync,2
lightweight,66
like,11881
liked,86
likely,3662
likened,47
limelight,74
limit,1185
limitation,141
limitless,9
line,3360
lineup,31
lingering,39
lining,76
link,1468
linked,1381
liquidity,18
list,4195
listed,535
listen,276
lite,6
little,1390
live,1786
lively,54
living,1712
livingstone,4
liye,189
loan,1451
local,6667
locality,518
located,1306
location,2216
lock,177
locked,556
lodged,1935
log,153
logitech,5
lok,17151
lokhande,18
london,544
lone,760
long,3129
longer,844
look,2646
looked,578
looking,1488
loom,57
looming,40
loose,104
lop,957
lord,835
loses,118
losing,798
loss,2369
lot,1671
lotion,6
lotus,442
loud,285
loudly,29
love,1957
lovebird,2
loved,300
loveless,2
loving,26
low,1290
lower,1452
lowest,551
loyalist,131
lsg,170
lucknow,1663
lufthansa,65
luvlap,4
lying,628
lyngdoh,8
maa,211
machine,1193
macro,15
madhup,2
madhwal,10
madhya,2737
magegee,3
magistrate,1303
magnitude,262
mahabubabad,51
mahadev,165
maharaja,103
maharashtra,10021
mahi,21
mahua,433
maidaan,6
main,2413
maine,40
mainly,382
mainstream,306
maintain,1192
maintained,893
maintaining,673
major,4087
make,6989
maker,215
makeup,52
making,4650
malayalam,204
malda,749
male,1082
malice,28
malicious,190
mallapur,9
mallika,27
mallikarjun,1025
malti,14
mamaearth,4
mami,6
man,4795
manage,693
managed,2428
management,3024
manager,970
managing,778
mandate,1601
mandir,479
mandya,327
manifesto,1765
manipur,3187
manish,916
manmohan,754
mannara,1
manned,64
manner,1316
mansingh,47
mantle,35
mantra,115
mantralaya,47
manufacturing,1003
manushi,2
maoist,1279
mar,280
march,4849
marco,35
marcus,7
margin,1755
marginalised,193
marginally,133
marie,17
mark,3073
marked,897
market,2916
marketing,278
marking,636
markram,4
marriage,1627
marsh,6
marvellous,3
mashup,2
mass,632
massive,1404
mastermind,256
mat,100
match,1542
material,1398
math,325
matheen,11
matheesha,4
mathura,238
mathurapur,180
matter,4576
mattered,15
mature,86
maurya,120
maximum,2019
maxwell,9
mayank,63
maybe,220
mayer,9
maze,15
mbts,1
mdns,4
mea,690
meal,461
mean,1619
meaning,264
measure,3415
measuring,117
mechanical,239
mecon,2
medical,8309
medically,46
medinipur,261
medium,7003
meet,2981
meeting,9292
megha,34
meghalaya,1370
mehra,23
meil,9
melting,30
member,10609
membrane,11
memorable,94
memory,424
men,2784
menace,181
mental,798
mentality,89
mentally,291
mention,782
mentioned,1972
mentor,112
mere,408
mesh,36
mesmerizing,9
messy,14
met,2763
meteorological,789
method,541
methodically,12
metro,2093
mi,351
micro,144
micromagic,1
microphone,45
mid,49
middle,932
midsole,1
midst,82
migrating,33
mild,148
milestone,388
milind,123
militant,424
military,1907
miller,101
million,2017
mind,1248
mindset,277
mingle,17
minimizing,16
minimum,1239
minister,41836
ministerial,425
ministry,4975
minor,2041
minute,2099
mirchi,21
misconduct,248
misleading,500
miss,296
missile,906
missing,1780
mission,1730
mitchell,24
miyamoto,1
miyan,24
mizoram,1340
ml,117
mla,4450
mlc,437
mn,366
mnf,31
moat,4
mobile,2019
mock,160
mocked,116
mod,56
mode,587
model,2545
modern,648
modest,114
modi,22360
modification,166
modiji,145
mohali,200
mohammed,452
mohan,1978
mohanty,97
mohit,103
mohsin,43
moisture,135
moisturised,1
moisturiser,1
moisturize,2
moisturizing,3
moitra,450
moment,1334
momentary,15
monday,7697
monetary,160
money,5351
monitored,316
monitoring,1068
monster,18
monsterverse,2
monstrous,10
month,8384
monthly,659
mood,344
moon,329
morning,3386
moroccan,8
mother,4517
motivate,64
motive,421
motorbike,110
mountain,395
mourning,116
mouth,284
moved,2007
movement,2296
movie,576
mp,10790
mpatgm,6
mpc,9
mr,212
mrandmrsmahi,1
mrunal,190
msmes,97
msp,354
mubarak,33
muddey,2
mudra,43
muft,34
mughal,254
mukesh,511
mullanpur,9
multiple,3711
mumbai,11841
murder,5517
murmu,772
murshidabad,307
muscle,130
music,725
muslim,3660
mussavir,9
mustafizur,13
muttemwar,9
mutton,81
mysore,494
mysterious,128
na,372
naa,14
nab,243
nadaan,2
nadda,1370
nadu,3333
nagaland,1275
nagarkurnool,64
nagpur,1678
nahee,1
naidu,2317
naik,723
nalgonda,78
nalkande,1
named,1828
namo,120
nana,235
nandgaonkar,13
nandre,4
nano,43
naor,3
narendra,6982
naresh,341
narine,29
narrow,326
naseeruddin,13
natarajan,21
nation,4504
national,13315
nationwide,459
natural,1304
naturally,138
nature,1139
nav,9
navalakhe,3
navaratri,5
navdeep,30
naveen,650
navjot,20
navratri,83
naxalism,88
ncp,3834
nda,5025
near,6610
necessary,1770
need,7919
needed,1302
needing,75
neelam,107
neelavati,16
negative,404
neighbor,100
neighbour,935
neighbouring,866
nellore,78
nep,261
nerurkar,9
net,449
netanyahu,49
netizens,83
network,1339
networking,37
new,33626
newest,32
newly,1221
news,2697
nia,756
niacinamide,1
nice,77
nicholas,20
nick,26
nicobar,153
night,4511
nike,16
nikhilmehrotra,1
nimbalkar,202
ninja,5
nirmal,423
nirmala,392
nisp,2
nitesh,113
nitin,896
nitish,1377
nmdc,7
nodule,5
noida,1220
nominated,667
non,66
noor,56
nora,6
north,4664
northeast,492
northeastern,183
northern,545
northward,42
northwestern,12
nortje,5
nortjecaptain,1
notable,911
notably,330
note,2050
notice,3658
noticeable,61
noticed,523
notification,969
noting,639
notion,83
notorious,162
nourish,3
november,2509
npp,148
nris,84
number,9116
numbering,24
nupur,20
nursing,314
nutritious,31
nyay,207
objection,710
observing,289
obstacle,196
occasion,1555
occasionally,62
occult,28
occur,497
ocean,430
oct,2051
october,2520
odisha,4920
offbeat,4
offensive,209
offer,2129
offered,1404
offering,1103
office,5799
officer,11854
official,16551
ofsawan,2
oh,23
oil,753
olay,2
old,2466
older,300
olympics,320
omarzai,4
onboard,125
ondc,7
ongoing,2871
online,2103
open,2948
opened,1248
opening,659
operate,685
operated,532
operates,323
operating,1048
operation,5050
operational,970
opportunity,2765
opposing,399
opposition,8634
oppression,41
opt,199
opted,233
optical,60
optimal,67
opting,133
option,1460
orange,363
order,9000
ordinary,247
organic,152
organisation,2295
organised,1057
organising,223
origin,393
original,617
originated,145
osteoporosis,8
outcome,1196
outemu,2
outer,315
outfit,631
outing,36
outline,110
outnumbering,10
outperformed,87
outrage,558
outreach,298
outshines,1
outside,3091
outsole,2
overall,1187
overboard,6
overcoat,3
overflown,1
overfly,9
overflying,16
overlay,4
overnight,316
overrun,31
overseas,311
overuse,8
overview,86
ovr,4
owing,287
owner,2348
pa,65
pace,499
pacer,30
package,434
packaging,87
packed,233
padikkal,5
page,504
paid,1554
pain,712
pair,242
paired,89
pala,13
palace,278
palak,12
pamper,3
panchayat,854
pandey,639
pandit,347
pandya,60
pandyaharshit,1
pannu,13
pant,199
pantbatters,1
panvel,176
paparazzo,21
paper,3126
paraben,2
parabens,7
parag,39
parallel,270
paramilitary,183
parent,3852
parindey,2
park,1935
parliament,4778
parliamentary,3374
participate,794
participated,642
participation,881
particular,787
particularly,1950
partner,1914
partnering,30
partnership,1179
party,37958
passed,2138
passenger,4292
passion,233
past,5569
pat,58
patani,2
patchwork,27
patel,1396
patelas,1
path,864
pathan,309
pathirana,4
pathology,22
patidar,36
patience,117
patient,3037
patil,2023
patna,969
patole,385
patra,374
pattabhiram,1
pausing,14
pav,29
pawar,4295
pay,2490
payment,1122
payouts,18
pbks,158
pda,71
peace,2097
peaceful,603
peak,688
pednekar,63
peek,9
pelting,133
penchant,12
pending,1230
penetration,55
penta,2
people,28596
percent,756
percentage,964
perennial,34
perfect,299
perform,547
performance,1753
performed,672
performer,114
performing,435
performs,33
perfume,14
period,2455
periodic,85
permanent,653
perpetrator,390
persistent,198
person,6886
personal,2496
personality,261
personalize,1
personalized,24
personnel,2915
perspective,315
pertains,97
pesky,7
pesticide,87
pf,49
pffr,1
pharma,178
phase,12496
phased,88
phil,15
phone,2936
phonotraumatic,1
photo,2935
photograph,656
photoshoot,5
phrase,124
physical,1172
physically,356
physique,3
pick,720
picked,673
picking,173
picture,942
picturesque,43
pig,52
pigmentation,3
pillar,340
pillion,121
pillowcase,2
pilot,1324
pinch,37
pink,115
pinnacle,22
pipe,180
piped,37
pipeline,301
pisces,9
pitch,268
pivotal,429
piyush,429
pk,40
place,9563
plan,4831
plane,808
planet,162
planned,1258
plant,1390
plantation,174
planter,5
plastic,499
plate,410
platform,2282
play,1814
played,1222
player,1067
playfully,14
playing,813
playoff,40
plea,2174
pledged,310
plessis,9
pm,16868
po,51
podcast,199
point,3053
pointed,1795
poised,411
pokhran,28
police,41953
policy,4337
polite,14
political,9092
politically,441
politician,1441
politics,4398
poll,15792
polled,442
polling,3761
polyp,8
polyurethane,8
poor,3631
pooran,22
pop,92
popular,808
popularity,341
population,2151
porel,9
portability,6
portable,53
portal,626
portion,582
portray,58
pose,425
posing,381
position,3047
positive,959
possibility,1033
possible,2218
possibly,311
post,7396
postal,215
posted,2090
poster,502
potential,2222
potentially,521
poverty,385
power,7056
powerful,418
powerplay,6
prabhsimran,4
practical,195
practice,1499
pradesh,10817
pradhanmantri,7
pradip,263
praise,423
praised,488
pralhad,235
pran,41
prashant,524
pratishtha,37
pravin,170
pray,352
prayer,535
praying,114
precarious,64
precise,139
precision,182
predatory,20
predict,149
prediction,364
predominantly,121
prefer,159
preference,286
preferential,38
preferred,199
pregnant,393
preliminary,684
premier,231
premise,1408
premium,289
preparation,729
prepare,524
prepared,846
preparedness,234
preparing,672
prepping,5
prescribed,324
presence,2890
present,3972
presented,963
presently,148
preserving,176
president,10124
press,1906
pressing,785
pressure,1552
prestige,308
prestigious,279
presumably,45
presume,24
pretty,62
prevail,183
prevent,2038
prevention,789
previous,2780
previously,1279
price,2405
priced,73
primarily,539
primary,1245
prime,8823
principle,830
prior,847
prioritize,96
prioritizing,64
priority,1012
pristine,40
pritam,56
prithiviraj,10
prithvi,28
private,4743
privilege,320
priyanka,2308
pro,304
probable,99
probably,342
probe,3588
problem,2240
procedure,1363
proceed,451
proceeding,1680
process,4933
processdo,1
produced,956
producer,377
product,1403
production,1151
productivity,110
prof,288
profession,183
professional,1206
professionalism,34
professor,984
profit,404
profound,190
program,713
programme,2154
progress,2109
project,6698
projected,414
projectile,16
projection,171
prolonged,389
prominence,115
prominent,1382
promise,2506
promised,1518
promising,595
promote,705
promoter,196
promoting,797
promotion,386
prompt,176
prompting,798
prone,123
propelled,53
propelling,14
proper,1256
property,3384
proposal,1399
proposed,1588
proposes,161
proposing,134
prosecution,1084
protect,1807
protection,1974
protects,58
protest,4492
protocol,766
proud,369
proudly,67
prove,532
proved,614
proven,218
proverbial,16
provide,3435
provided,3044
provides,693
providing,1783
provoke,101
prowess,72
proxy,153
psc,15
pti,1335
public,9864
publicity,149
published,3375
publishing,112
pucca,39
puducherry,298
pull,233
pulse,364
pulwama,210
puma,16
pump,476
punched,41
pune,3289
punish,93
punished,238
punishment,971
punjab,6412
purba,202
purchase,640
pure,120
purest,2
purple,54
purportedly,387
purpose,1324
purposefully,7
pursuant,36
pursuit,197
purulia,243
push,655
pushing,523
pvt,361
pvtg,6
pwi,1
qualifier,76
qualify,118
qualitative,24
quality,3457
quantity,260
quarter,749
quest,93
question,4137
questioned,1883
questioning,1301
queue,315
quick,607
quicker,27
quickly,821
quinton,7
quite,496
rab,4
rabada,10
race,516
racer,11
rachin,3
radhakrishna,229
radiating,12
radio,225
radiologist,14
radius,121
raf,36
raghuvanshi,8
raha,85
rahane,6
rahman,233
rahul,8347
raichur,275
raid,752
raigunj,173
rail,1041
rain,2792
rainbow,26
raincoat,6
rainy,87
raipur,550
rais,33
raise,1223
raising,1161
raj,1957
rajasekhara,35
rajashekar,180
rajasthan,3776
rajat,81
rajiv,1441
rajkummar,62
rajkummarrao,1
rajnandgaon,57
rajnath,1082
rajshekhar,15
raked,44
rally,3690
ram,4730
ramakrishna,94
ramandeep,9
rameshwaram,43
ramji,23
rana,854
ranaghat,225
ranbir,83
randeep,96
range,1541
ranging,407
ranjan,598
ranveer,180
rao,2645
rashid,412
rashtriya,469
raspy,1
rate,1819
rating,127
ratio,261
ration,326
ratna,771
ravi,999
ravichandran,33
ravindra,472
rayalu,2
rcb,184
reach,2203
reached,2942
reaching,1261
react,112
reacted,341
reacting,238
reaction,682
read,3348
ready,1574
real,1438
realise,259
reality,619
realizing,28
really,428
realm,54
reappearing,2
reason,3299
reasonably,30
reassessment,34
receive,1321
received,6062
receiver,53
receiving,1404
recent,4077
recently,5369
reception,149
rechargeable,17
reckless,128
recognise,232
recognised,383
recommendation,724
record,3781
recorded,3758
recording,688
recounting,75
recover,473
recovery,937
recruiting,76
recruitment,883
red,1198
reddy,3299
redefines,15
redgear,3
redness,11
reduce,1051
reduced,1027
reducing,620
reduction,430
reebok,5
reece,5
reeling,55
reference,696
referred,1094
referring,717
reflecting,350
reflection,173
reflects,386
reformer,52
refrained,285
refraining,34
refresh,18
refuelling,11
refused,1545
regard,691
regarding,3038
regardless,352
regenerist,2
regime,573
region,5050
regional,2186
register,693
registered,5743
registration,1436
regular,1198
regularly,406
regulate,203
reign,120
reiterated,918
reiterates,32
rel,5
relatable,17
related,2451
relation,1352
relationship,1956
relative,1597
relaxation,158
relaxed,61
release,2497
released,3165
releasing,323
relentless,208
relevance,256
reliability,78
reliable,208
reliance,167
relief,1778
religion,1113
religious,2270
reluctance,110
relying,152
remade,2
remain,2807
remained,1789
remaining,1520
remains,2562
remake,6
remanded,679
remarkable,380
remarked,664
remember,1159
remind,135
remittance,41
remote,357
remove,997
removed,1195
rendering,85
renew,72
renewing,40
renovate,21
renowned,332
repair,761
repealing,18
repeatedly,881
replacing,264
replied,297
report,12117
reported,4788
reportedly,1627
reporter,1097
representation,1057
representative,3323
represented,592
representing,2616
represents,492
reptilian,3
republic,612
reputation,455
reputed,97
request,1948
require,502
required,1775
requirement,789
rescheduled,81
research,2081
researched,19
researcher,480
reservation,2716
reserved,925
reservoir,275
reshapes,16
reside,107
residence,2551
residential,697
resides,159
resigned,944
resilience,269
resin,9
resist,141
resolution,1288
resolve,886
resolved,519
resonating,34
resorting,184
resource,1570
respectable,43
respectful,50
respective,702
respond,827
responded,1229
response,3876
responsibility,1815
responsible,1746
responsive,40
responsiveness,4
rest,1367
restraint,217
restriction,1115
result,7994
resulting,1040
resume,401
resumed,215
resurgence,65
retailer,79
retained,388
retains,95
retaliate,37
retaliation,129
retaliatory,89
retinal,2
retinoid,3
retinol,26
retired,954
return,3282
returned,1659
returning,1220
revealed,2987
revealing,261
revelation,195
revenue,1697
reverse,134
review,1710
revised,523
revision,289
revitalizing,4
revocation,75
revolutionize,15
rgb,20
rhetoric,159
rhl,1
rich,813
richard,43
ricky,16
ride,591
rider,310
ridicule,25
riding,469
right,6720
rigorously,20
ringwoodite,1
rinku,135
rinwa,15
ripped,49
risen,177
rishabh,102
rishi,106
rising,1013
risk,1598
rita,32
ritual,543
riverside,9
riveting,21
riyan,22
rjd,1448
rjs,2
rk,172
road,10375
roadmap,184
roadshows,97
robertjune,5
rock,401
rocket,330
rockstar,6
rohit,480
role,4353
roll,642
rolling,146
rollover,4
romantic,47
rome,45
room,2951
roughly,153
round,1475
rounded,74
route,2234
routine,510
roy,2418
royal,473
rr,397
rubber,89
rugged,36
rukh,166
rule,3619
ruling,2018
rumour,436
rumoured,16
run,3380
running,1675
rupee,561
rupted,1
rupture,11
rural,2128
rush,437
russell,37
russia,1360
rustiness,2
ruturaj,7
saath,239
sabha,19456
sabhas,24
sabka,138
sacnilk,2
sacred,398
sacrifice,374
sacrificing,23
sadness,40
safe,1768
safeguard,400
safely,345
safety,3752
sagar,682
sagittarius,15
saha,322
sahay,22
sahil,288
sahni,33
sai,415
said,101164
sakura,4
saleng,8
salim,79
salman,589
salt,401
sam,231
samajwadi,1282
samson,17
samyukta,206
sangadigundala,1
sangh,392
sangma,60
sangras,1
sanitation,279
sanjay,3107
sanjeev,253
sanju,27
sankalp,205
santosh,418
sara,47
sarbjit,3
satellite,893
satisfaction,151
satisfies,5
satisfying,15
satish,502
saturday,6952
satyamev,16
satyaprem,2
savarkar,205
save,1497
saving,389
saw,3461
sawai,75
sawan,24
say,7542
saying,5651
sc,5540
scale,594
scam,1932
scared,364
scenario,287
scene,1621
scenery,3
scenic,50
schedule,2375
scheduled,4081
scheme,5302
school,8515
scientific,488
scientist,678
scope,281
score,725
scored,376
scoring,175
scorpio,70
scp,137
screen,351
screening,292
scrutinising,65
scrutiny,1332
scuba,7
sea,966
seafront,9
seamless,247
search,2169
searching,318
season,1231
seat,27705
secluded,73
second,6094
secretary,5905
section,6352
sector,3225
secure,1866
secured,2312
securing,1284
security,8698
seek,2169
seeker,85
seeking,3268
seen,4803
seeped,10
segment,1045
seismic,137
seismograph,1
seizure,444
select,310
selection,717
self,107
sen,299
sena,6121
send,1079
sending,572
senior,8102
sensation,67
sense,759
sensitive,608
sent,4828
sentiment,744
seoul,18
separate,1308
separating,20
september,1423
sequence,321
serf,520
series,1056
seriously,584
serum,49
serve,901
served,1753
service,6792
serving,1247
seshu,9
session,2415
set,7318
setback,729
setting,1159
setup,108
seven,3914
seventh,528
severe,1943
severity,167
sex,429
shade,76
shader,1
shadow,201
shah,5525
shaikh,449
shake,73
shakeel,66
shall,1257
shape,333
sharan,253
sharansharma,1
share,2944
shared,2863
sharing,820
sharma,3130
sharmila,72
shashank,67
shatrughan,207
shatter,15
shaw,44
shazib,15
shedding,65
shell,302
shelter,732
shelved,25
shenanigan,1
sherawat,21
shettar,237
shetty,265
shg,18
shgs,45
shia,58
shied,23
shield,221
shift,1263
shifting,364
shikhar,16
shillong,60
shilpa,65
shimoga,204
shimron,3
shinde,4341
shine,91
shinsadong,1
shirt,181
shivam,54
shock,730
shocked,478
shocking,346
shoe,495
shoessneaker,5
shoot,180
shooting,599
shootout,87
shop,1729
short,1651
shot,1658
shout,46
showcase,294
showcased,196
showcasing,322
showdown,51
showed,1816
shower,305
shown,748
shraddha,46
shrapnel,9
shreyas,49
shri,1379
shroff,26
shrug,11
shubman,10
sibling,248
siddham,3
siddharth,148
sidelined,97
sidewall,2
sigh,39
sight,283
sign,1146
signaling,65
significance,1190
significant,5000
signifies,37
sikkim,3685
silence,521
sim,156
similar,2501
simple,678
simplified,54
simply,309
sindhu,49
singer,312
singh,18805
singhsunil,1
single,2346
sinha,723
sip,30
siraj,23
siren,22
siruthai,3
sisodia,733
sister,2582
site,2941
sitharaman,573
sitting,1966
situation,5267
siva,79
sixth,799
size,485
sizing,1
skechers,7
skill,1020
skin,308
skincare,19
skininspired,2
skipper,36
skunk,2
slackening,3
sleek,16
sleeper,116
sleuth,267
slight,202
slightly,520
slow,354
slowly,169
small,1757
smaller,436
smallest,36
smart,378
smashed,70
smiley,2
smooth,583
snail,14
snap,22
snapshot,25
sneak,34
sneaker,8
snow,179
snug,3
snuggling,3
soak,15
soared,109
social,6508
society,2516
soft,184
softly,7
softness,12
software,517
soil,548
solace,63
solar,557
soldier,1047
sole,755
solely,297
solid,221
solidarity,359
solidified,23
solitary,63
solo,153
solution,1275
solved,112
somebody,136
somenmishra0,1
somnath,139
son,5814
sonakshi,10
sonbhadra,41
song,580
songwriter,11
sonymusicindia,1
soon,3117
sooner,52
soothing,17
sore,29
soren,1051
sought,3293
soul,280
sound,457
soundtrack,5
source,7783
south,4992
sowing,80
space,3095
span,306
spanning,453
spare,198
spared,225
sparked,910
sparsh,7
spasm,13
spasmodic,2
speak,1137
speaker,1617
speaking,1568
speaks,398
spearheading,43
special,5071
specialist,255
specie,496
specific,1140
spectacle,97
spectacular,58
spectrum,191
speculated,52
speculating,10
speculation,1067
speech,2467
speed,1658
speedy,272
spell,443
spencer,11
spend,407
spending,447
spent,1088
spill,35
spin,35
spinner,21
spirit,724
spiritual,709
spirituality,130
spoke,1425
spoken,423
spokesman,120
spokesperson,2223
sport,962
sporting,159
spot,2764
spotlighting,7
spotted,536
spouse,137
sprawling,51
spreading,758
squad,566
square,441
squeezed,9
squinting,2
sr,167
sreerampur,174
srh,162
srivastava,202
srk,23
st,2025
stabilise,57
stability,479
stabilize,21
stable,661
stadium,1088
staff,2790
stage,2465
staged,405
staggering,197
stand,2758
standard,1366
standing,996
standoff,147
standout,41
star,1126
starc,18
starrer,18
starring,81
start,2066
started,4728
starting,855
state,37956
stated,4321
statement,7332
stating,1817
station,8781
statistic,202
stats,18
statue,905
status,2153
stay,2495
staying,688
steel,508
stellar,37
stem,256
step,3111
stepping,206
steven,6
stiff,82
stock,968
stocking,49
stoinis,5
stoinisbowlers,1
stolen,422
stomach,231
stone,1390
stood,1339
stop,2069
stopped,1664
stopping,278
store,636
stored,204
story,1116
straight,269
strain,240
strained,140
strategic,1256
strategy,1350
streaming,95
stree,10
street,1576
strength,1202
strengthen,872
strengthening,619
stress,540
stressed,884
stressing,244
strict,1025
strictly,263
stride,303
strike,1270
striking,193
striving,87
stroke,200
strong,3286
strongest,136
strongly,1071
struck,709
structure,1670
struggle,963
struggled,254
struggling,519
sts,357
stubbs,6
studied,352
studio,103
study,2539
stuff,67
stumbled,54
stunt,144
style,256
subepithelial,1
subhash,656
subject,916
submit,1043
submitted,2750
subordinate,95
subro,1
subscribe,29
subscriber,49
subsequent,563
subterranean,8
subtly,24
success,1310
successful,825
successfully,750
suchitra,29
sudarsan,8
sudden,587
suddenly,624
sudharsan,4
sudip,232
suffer,255
suffered,1752
suffering,600
sufficient,433
suggest,742
suggested,1285
suggesting,701
suggestion,606
suicide,2234
suit,519
suitable,305
sukumaran,15
sulphate,1
sum,363
summary,57
summer,847
summit,1251
sunak,102
sundarbans,47
sunday,7209
sunil,726
sunrisers,42
sunset,44
super,413
superb,4
superior,96
supples,2
supply,2262
support,7622
supporter,1102
supporting,696
supportive,104
supreme,4609
supremo,453
suraj,251
sure,712
surface,446
surfaced,536
surged,414
surgeon,226
surgery,1051
surgical,179
suriya,15
surpass,46
surrender,415
surrounding,936
survey,2629
surya,656
suspect,3053
suspend,160
suspended,1177
suspicious,518
sustained,1184
sustaining,88
sveep,7
swappable,2
sway,310
swayamsevak,109
swayed,37
swiftly,613
swing,156
switch,264
swollen,33
symbolises,34
symbolism,29
sympathy,202
symptom,529
sync,65
syngkon,7
synthetic,96
syria,74
systematic,117
t20,136
ta,37
taapsee,12
table,489
tackling,140
tactic,346
tactile,6
taha,10
tail,75
