Word,Frequency
forecaster,3
forecasting,73
foreground,60
forex,166
forget,668
forgoes,3
forgotten,110
form,4827
formal,377
format,1886
formation,424
formed,185
formidable,271
forming,478
fort,262
fortnite,557
fortunately,217
fortune,361
forum,281
forward,2329
fotryh5r6ye56izj,5
foundation,1070
founded,346
founder,2190
fourth,898
foxconn,277
fps,1603
fraction,255
frame,4780
framework,554
framing,340
franc,1
france,579
franchise,571
fraud,2642
fraudulent,1493
free,18180
freebeing,1
freedom,1443
freely,162
freesync,228
freezing,141
french,938
frequency,1732
frequent,1154
frequently,1797
fresh,3250
friend,4431
friendly,259
friendship,195
frog,22
frosted,32
frosty,86
fruit,603
frustrated,112
frustrating,408
frustration,552
fs9w3v7x1l5j6foq,5
ftc,392
fu6l2d8i7j9r4e0y,14
fuel,714
fueling,126
fujioka,2
fujiwara,2
fulfil,78
fulfilment,21
fulfils,84
fully,3841
fumita,2
fun,3318
function,5531
functional,1663
functionality,7097
functioning,246
fund,1514
fundamentally,113
funny,245
funtouch,458
furnishing,9
furthermore,603
furukawa,7
fusion,1906
fussing,36
future,5150
futuristic,340
fuzz,93
fw6h8k3y5n2r7x4m,11
fx2g5p9f3h6t1l4v,9
fy23,40
fz8hr6yh56yg1u7q,5
g1s4d7f2g5h8j3k6,6
g4s7d2f5g8h1j6k9,5
g99,82
g9b1v3c5x7z2q4w6,2
g9j6k3l2p7o4i1u8,5
gadget,1004
gain,2389
gained,2627
galaxy,29102
gallery,723
game,41215
gamecool,1
gameplay,5301
gamer,327
gamers,4009
gamified,12
gaming,28851
gamut,844
ganta,19
gap,1092
garena,6411
garnered,738
garnering,55
garuda,17
gather,647
gathered,201
gathering,651
gauge,237
gave,672
gazillion,23
gb,1455
gear,817
geared,95
gearing,534
geekbench,115
geforce,1363
gem,1538
gemini,2924
gen,6149
genai,261
general,2201
generalise,4
generally,998
generate,1866
generated,994
generates,484
generating,549
generation,4886
generative,1635
generic,181
geneve,1
genre,1572
genshin,945
genuine,770
geography,64
german,646
germany,485
gesture,3491
getting,3146
ghost,797
giant,3727
gib,1
gifs,1066
gift,2059
gigabyte,564
girl,598
given,2826
giving,3448
glance,814
glass,6904
glimpse,545
glinted,11
global,7006
globally,1831
glory,551
glossing,2
gmail,1175
goal,3340
goat,148
god,674
going,3748
gojou,6
gold,3773
golden,782
goldman,62
gone,1242
good,17146
goodbye,138
goody,62
google,32315
googler,8
gorilla,1677
got,4833
gouda,5
government,6647
govt,75
gpu,3551
gpus,808
grade,500
graduated,40
grain,198
grainy,188
gram,2008
grammar,139
grand,994
grandiose,6
grandma,123
grant,557
granted,311
graph,170
graphene,96
graphic,5870
graphical,280
graphite,342
grapple,75
grappling,133
gratification,38
gray,1228
great,6992
greater,1138
greatest,436
greed,46
green,5501
greet,30
greeted,557
grew,508
grey,2589
grief,57
grievance,221
grieving,7
grille,837
grim,22
grind,96
grinding,69
grip,1503
gripe,51
grocery,280
groove,80
groovy,44
ground,938
groundbreaking,404
grounded,132
group,10352
grouped,46
grover,217
grow,829
growing,3102
grown,217
grows,248
growth,4064
gruelling,23
gta,1480
guarantee,703
guess,4501
guessing,396
guest,1114
guidance,699
guide,3710
guided,204
guideline,1485
guitar,416
gujarat,142
gurman,2142
guy,645
gym,487
h1j4k7l2p5o8i3u6,6
h2j4k6l8a1s3d5f7,2
h35n,252
h3j6k9l4p7o2i5u8,3
h9j2k5l8p3g551u4,5
habit,896
hacked,392
hacker,1294
hacking,650
hai,432
hailing,24
half,2091
hallmark,196
halo,405
hampering,68
hanako,4
hand,6612
handedly,3
handle,6400
handled,910
handling,2050
handset,1405
handwritten,87
handy,2135
hang,210
happen,570
happened,433
happy,2332
haptic,270
hard,3049
hardcore,171
hardware,4373
harem,12
harm,447
harmful,946
harmonic,194
harry,100
haruhi,4
harvard,59
hassle,339
hatch,12
hateful,36
hbm,105
hd,6214
hdfc,786
hdmi,4067
hdr,3204
hdr10,370
hdr400,1
head,4461
headache,55
headline,475
headlining,10
headphone,6455
headroom,211
headset,2247
healing,68
health,10850
healthy,589
hear,1627
heard,488
heardle,326
hearing,1412
hears,20
heart,6546
heartbreak,11
heartfelt,286
hearthstone,1
heartthrob,2
heartwarming,166
heat,4436
heavier,468
heavily,649
heavy,2533
hedge,21
heft,99
height,650
heightening,146
helio,109
help,18033
helped,1485
helpful,1280
helping,1949
helplines,78
heritage,707
hesitant,124
hey,786
heymelody,149
hi,175
hidden,2601
hide,764
hideout,21
hiding,200
hidra,12
high,9893
higher,4282
highest,1354
highlight,8237
highlighted,2992
highlighting,1504
highly,2850
hijacked,12
hiking,145
himeko,2
hina,2
hindered,55
hindering,40
hint,12270
hinted,327
hip,86
hipster,40
hire,454
hiring,717
hirotaka,6
history,2629
hit,3641
hitagi,2
hmd,983
hobby,177
hogwarts,29
hold,4170
holder,1259
holding,1117
hole,581
holi,825
hollow,79
homage,115
home,16071
hon,67
honda,14
honesty,60
honeycomb,9
hood,821
hope,1171
hopeful,51
hoping,331
horine,1
horizon,825
horsepower,73
hose,152
hospitality,100
host,2034
hotapps,2
hotel,1003
hotgames,2
hotkey,159
hotkeys,58
hotspot,251
hour,22956
hourly,74
house,5995
housed,233
housing,729
http,2674
huawei,3300
hub,1905
hue,436
huge,945
hulu,242
hum,205
human,2607
humanoid,173
humidity,891
humorous,383
humour,205
hunting,401
hurricane,66
husband,383
hwd,1
hybrid,1968
hype,368
hyperbole,21
hyperlocal,46
hz,712
i7,361
i9,240
ians,46
ice,1089
icerat,2
ichikawa,8
icici,2007
icing,178
icon,4946
iconic,1495
id,6836
idea,2138
ideal,5832
idealised,2
identification,1159
identify,3580
identifying,836
identity,1736
idol,38
igniting,27
ignore,242
ignoring,171
ikkoku,12
ill,36
illegal,1168
illuminating,125
imacs,119
image,19319
imagery,257
imagination,129
imagine,723
immediate,844
immediately,1414
immense,473
immensely,170
immersion,648
immersive,9059
impact,5145
impacted,662
impacting,415
imparting,5
impeccable,105
impedance,87
impede,12
impending,72
imperfection,116
impersonate,228
implement,690
implementation,747
implication,814
implies,109
imply,9
importance,1758
important,7344
importantly,362
imposing,162
impress,1292
impressed,1072
impression,534
impressionistic,36
impressive,9273
impressively,430
improper,122
improve,4937
improved,9257
improvement,4278
improves,1002
improving,1664
impulse,53
imx,96
imx816,42
imx882,119
imx920,34
inability,212
inactive,167
inaugural,355
inbox,367
incensed,2
incentive,260
inception,126
inch,2524
incident,2105
include,13429
included,3907
includes,12359
including,23836
income,1104
incoming,478
inconvenience,237
incorporate,783
incorporates,730
incorporating,745
incorporation,53
increase,4117
increased,2639
increasing,1853
increasingly,1377
incredible,1110
incredibly,1294
incremental,211
independently,265
index,609
india,38181
indian,10018
indiana,123
indicated,393
indicates,1577
indicating,637
indicator,1861
indirectly,35
individual,5066
individually,117
indoor,1490
industry,5280
ineligible,446
infect,27
infected,67
infection,138
inference,103
infinix,3005
influencers,394
influential,205
inform,170
information,10919
informative,180
informed,1263
informs,46
infostealers,8
ingres,53
inhabit,2
inhibition,3
initial,2185
initially,2094
initiate,359
initiated,327
initiating,48
initiative,2356
inject,158
injection,17
injects,35
innovate,264
innovating,58
innovation,4524
innovative,4282
input,5001
inquiry,329
inr,1543
insecurity,32
insert,762
inside,1997
insider,882
insight,2943
insignificant,35
insomnia,4
insomniac,12
inspiration,396
inspirational,25
inspired,1462
inspires,98
inspiron,266
instability,548
instagram,6560
install,1646
installation,2040
installed,1140
installing,489
installs,34
instalment,165
instance,2169
instant,4855
instantly,1434
instead,3041
instigate,2
institute,380
instragram,2
instructed,207
instructing,14
instruction,999
instrument,1017
insufficient,178
integrate,1241
integrated,3722
integrates,1337
integrating,997
integration,4574
intel,10680
intellect,14
intelligence,7100
intelligent,2108
intense,1695
intensifying,160
intensity,635
intentional,239
interact,1187
interacted,32
interacting,253
interaction,2560
interactive,1898
interconnected,136
interested,683
interesting,1024
interface,4525
interference,277
interfering,25
interior,622
intermediary,195
internal,2805
internally,155
internals,295
international,2877
internet,4298
interpreter,283
interstellar,371
intertwine,3
intertwined,86
intervened,21
interview,1437
intimidating,27
intimidation,26
intricate,513
intricately,417
intrigued,167
intriguing,523
introduce,2117
introduced,5519
introduces,2872
introducing,1534
introduction,1259
introductory,1337
intrusive,223
intuitive,3166
inuyasha,32
inventory,526
inverted,34
inverter,2619
invest,1163
invested,513
investigate,278
investigating,454
investigation,1619
investing,716
investment,3297
invite,584
inviting,461
invoice,84
involve,535
involved,1031
involvement,369
involves,651
involving,926
io,8192
iolite,23
iori,2
ip,2088
ip54,702
ip56,1
ip67,578
ip68,2148
ip69,291
ipad,4286
iphone,33773
iphones,3606
ipo,214
ipx,23
ipx4,961
ipx5,880
iqoo,2407
ir,1344
iran,198
irobot,4
iron,632
irrespective,84
isaki,4
island,1328
iso,297
isolated,200
isolation,692
issue,10973
issued,1475
italian,165
item,3639
iteration,666
itsuomi,6
jack,1764
jaffer,1
james,236
janata,39
january,5167
japan,1154
japanese,716
jason,125
jasper,18
jasra,32
jassy,188
jay,43
jet,680
jio,2002
job,6160
john,568
join,2037
joined,726
joint,567
josh,1422
joshi,48
journal,262
journalism,44
journalist,173
journey,3567
joy,1485
joyous,161
jpmorgan,95
judge,672
juggling,169
juice,720
jumping,229
jun,20
juncture,29
june,2726
junior,49
justified,57
justifies,165
justify,592
kabakura,2
kaguya,4
kalimba,2
kamat,3
kamath,775
kanda,2
kaori,4
karaoke,319
karnataka,271
kaspersky,45
kazehaya,4
kedavra,29
keen,147
keeping,2648
kept,985
keqing,121
kernel,161
key,15370
keyboard,6837
keynote,192
kg,2350
khz,120
kick,501
kicked,230
kicking,29
kickstand,97
kid,1613
kidding,22
killer,220
kimi,9
kind,1277
king,636
kitagawa,6
kitsch,36
kiyoka,8
knob,348
knockout,35
know,5140
knowing,342
knowledge,1145
known,5531
kodak,521
kokoro,2
korea,563
korean,875
kousei,6
koyanagi,2
koyomi,2
krafton,119
kudos,46
kumar,664
kuo,449
kuronuma,2
kyoto,9
kyouko,6
la,327
lab,870
label,1356
labelled,243
laboratory,92
lack,3697
ladder,58
lag,2250
laggy,70
laid,457
laka,36
lake,1172
lana,15
landscape,2359
language,5912
laptop,19546
large,6001
largely,791
larger,4488
largest,1493
lasting,742
latch,33
late,1248
latency,2745
later,4896
latest,16492
lauded,79
laughter,478
launch,20945
launched,12488
launching,2276
lavender,269
law,2637
lawful,43
lawmaker,223
lawsuit,1483
lay,338
layer,3405
layout,1331
lcd,1051
ldac,467
le,6117
lead,4142
leader,2181
leadership,1597
leading,5707
leak,1658
leakage,252
leaked,1364
lean,304
leaned,36
leap,668
leaping,12
learn,1472
learned,465
learning,3177
learns,206
leather,1311
leaving,1205
lebron,61
led,8560
left,5213
legacy,1299
legal,3221
legend,938
legendary,512
legislation,271
legislative,103
legitimacy,214
legitimate,1041
lends,122
length,604
lengthy,433
lens,6733
lesson,231
lest,7
let,7843
letter,10331
letterboxing,21
letting,496
level,11100
leverage,1689
leveraging,746
levitt,20
lhdc,174
liability,91
library,1514
licence,250
license,563
licensing,389
lick,14
lid,1044
lie,835
life,21235
lifelike,618
lifestyle,1407
lifewhen,1
lift,286
lifted,187
light,13632
lighter,1132
lighthearted,155
lighting,4330
lightning,896
lightweight,3477
like,55464
likeable,35
liked,1243
likely,5511
likened,87
liking,449
limit,2712
limitation,1357
limited,4983
limiting,485
line,3145
lineup,7332
link,7072
linked,1980
linkedin,1441
linking,249
lint,107
lip,148
liquid,785
list,5879
listed,1312
listen,909
listened,379
listener,508
listening,6174
listing,1280
lit,558
lite,1502
literacy,123
literally,201
literary,355
little,4593
live,8014
lived,139
livestream,458
living,2050
llc,47
llm,416
lo,67
load,2503
loaded,405
loan,384
local,3163
locale,11
locally,507
locate,1641
located,1831
locating,81
location,4413
lock,3246
locking,252
lodge,54
log,1747
logging,770
logi,201
logic,1314
login,1243
logins,145
logitech,1799
logo,1235
lok,152
lomography,216
lomomatic,324
loner,3
long,7072
longer,3377
longevity,660
look,15503
looked,803
looking,7749
looping,30
los,239
lose,946
loses,101
loss,2761
lossless,671
lost,1925
lot,3724
loud,1624
louver,6
lovable,2
love,3437
loved,1533
lover,1018
low,6592
lower,2942
loyal,141
loyalty,377
lpddr5x,979
lpto,43
ltpo,723
ltps,119
lucia,109
lucrative,125
luggage,217
lumos,358
lumosity,1
lying,120
m1,1629
m16,258
m3,2765
m4,3714
m55,480
mac,5270
macbook,6602
machine,8848
macos,2014
macro,1216
macrumors,171
mafuyu,6
magcase,33
magic,2836
magical,334
magnetic,1822
magnified,33
magpower,91
magsafe,783
mah,2304
maharashtra,144
mahiru,2
mai,33
maid,60
mail,1290
main,6801
mainland,101
mainline,166
mainly,285
mainstream,204
maintain,3608
maintaining,2940
maintains,1611
maison,14
major,7371
majority,364
make,30824
maker,2582
making,22439
makoto,30
malay,1
male,375
malicious,1093
malvertising,6
malware,654
man,1270
manage,3291
manageable,114
managed,1994
management,3748
manager,1604
manages,1186
managing,2248
mandate,385
manga,108
mangaka,2
manipulate,209
manipulated,110
manipulating,55
manner,270
manual,1316
manually,945
manufacture,270
manufactured,369
manufacturer,2085
map,3003
marble,253
march,4172
marched,33
margin,345
marginal,9
marin,2
mark,5100
marked,855
market,15510
marketing,1476
marking,886
marriage,317
married,234
marvel,491
mascot,13
mass,693
massive,1941
master,4159
masterfully,50
mastery,73
match,5153
matching,326
matchmaker,16
mate,124
matebook,7
material,2797
math,269
matte,2175
matter,2204
matthew,188
mature,89
max,12238
maximise,453
maximum,1920
maxochill,6
maybe,875
mbps,79
mc6,18
mccaul,17
mckinsey,16
mclaren,15
md,555
md300,2
mean,7881
meaningful,957
meant,510
measure,3617
measurement,774
measuring,651
mechanism,1130
mechatronics,2
meddling,4
mediaeval,27
mediatek,2264
medical,981
medium,15128
meet,3546
meeting,2594
megapixels,158
meiji,2
melodiesapart,2
melodramatic,2
melody,262
member,2953
memo,346
memorable,397
memory,4842
mental,849
mention,1299
mentioned,2072
menu,3722
mercenary,32
merchant,220
mere,455
merged,82
merger,255
merging,104
merit,56
mesh,691
message,9723
messaging,1562
messenger,562
messina,5
met,736
meta,5442
metal,3369
metaphorically,33
meteorological,56
meter,854
method,3515
meticulous,105
meticulously,635
metre,860
metric,1358
miami,72
mic,2159
michael,430
micro,572
microclimate,1
microphone,5230
microsd,936
microsoft,10811
microwave,420
mics,449
midjourney,21
midnight,1600
midrange,134
mids,1093
mighty,170
migraine,27
mihoyo,40
mile,199
milestone,988
military,808
millenial,36
millennial,84
million,9597
mind,3034
mini,8091
minimal,3121
minimalist,962
minimise,438
minimum,1129
minister,1599
ministry,996
minor,1849
minute,9204
minutecast,1
mirror,948
misaki,4
mishap,69
misinformation,339
misplace,61
misplaced,229
miss,1549
missed,784
missing,810
mission,1361
mistaken,41
mistreatment,4
misunderstanding,80
misuse,619
misuzu,2
mithilesh,2
mitigate,528
mitigation,100
mivi,239
mix,3083
mixed,1236
mixing,263
miyazono,2
miyo,12
miyuki,4
mm,2005
mobile,9697
mochibits,1
mode,29052
model,32425
moderate,1566
moderately,174
modern,4713
modest,418
modi,1033
modified,263
modifies,11
modify,276
modifying,106
modulating,15
modulation,27
module,2161
moment,3686
momentum,1658
momose,2
monday,741
monetary,199
money,4829
moneycontrol,116
moniker,26
monitor,8281
monitoring,5156
monogatari,7
monster,341
month,9187
monthly,1121
monument,22
mood,541
moolah,21
moon,1546
moreapple,21
morgan,79
mortal,18
mosquito,61
mosseri,63
mother,693
motherboard,377
motif,341
motion,1748
motivating,44
motivation,187
moto,3449
motor,1901
motorcycle,99
motorola,2031
motw,6
mould,159
mount,862
mountain,552
mountainous,7
mounting,779
mouse,3653
moved,590
movement,1564
movie,5711
moving,1305
mow,15
mtia,10
muhammad,73
mujoco,2
multimodal,209
multiplayer,456
multiple,12836
multitasking,2883
multitude,38
munch,1
murder,204
museum,91
music,16559
musician,189
musk,8085
musketeer,29
mute,464
muted,276
mutual,180
mx,400
myanimelist,268
mysterious,275
mystery,353
myth,231
n2m4v6c8x1z3q5p7,2
nadu,191
nagisa,4
nailed,92
naked,68
named,1436
naming,338
namo,7
nana,10
narendra,462
narrative,778
narrower,59
narumi,6
narzo,388
nasa,152
nation,942
national,2336
native,895
natural,3670
nature,1434
navigate,3852
navigates,90
navigating,1228
navigation,2683
near,1475
nearby,519
nearest,497
nearing,157
nearly,3283
necessary,2273
neck,319
neckband,1692
need,20488
needed,1907
negative,653
negligible,50
neo,1433
nerivio,15
nerve,44
nest,72
net,1310
netapp,25
netease,51
netflix,3644
network,4847
neural,1623
neuromodulation,3
neuronation,2
new,73604
newer,1009
newest,572
newfound,106
newly,1053
news,3630
newsletter,318
nexrad,1
nhk,35
ni,12
nice,1904
nicely,67
niche,726
nicobar,9
nifty,238
nifuji,2
night,4425
nightography,87
nikhil,297
nima,30
nit,4391
noaa,4
nod,175
noise,20799
noisefit,1059
noisy,783
nokia,550
nonchalance,21
noon,166
nord,5352
norm,297
normal,1028
north,677
nostalgia,154
notable,2028
notably,1119
notch,750
note,8165
noted,2402
notice,2355
noticeable,2097
noticed,1216
notification,5265
notified,302
notifies,100
notify,516
notifying,108
noting,821
notorious,113
novel,263
novelty,161
november,2841
nso,10
nuance,618
nude,72
nudity,55
number,10693
numbering,39
numeracy,5
numerous,795
nutrition,113
nutshell,113
nvidia,3707
nw,1
nylon,29
nyt,6243
oasis,396
object,3272
objective,757
obscure,78
observatory,18
observer,51
obstacle,534
obstructing,53
obtain,572
obtaining,203
obviously,225
occasional,1004
occupies,122
occur,332
occurred,406
ocean,403
oceanic,11
october,3969
odds,86
odyssey,159
offence,205
offender,64
offer,64078
offered,4801
offering,19070
office,4400
officer,1485
official,8740
officially,1474
offline,3223
ofinfostealer,2
oh,286
ois,1988
ojiro,2
okazaki,2
ola,712
old,2801
older,2337
olderflagship,1
oled,5330
olive,195
oltp,1
omni,178
onboard,826
oneplus,15357
oneui,112
ongoing,1972
online,14616
onset,101
ontap,1
onward,49
onwards,804
oogle,1
ooze,36
op,40
open,14193
openai,3016
opened,725
opening,1721
operate,1187
operated,192
operates,792
operating,5947
operation,3849
operational,699
oppo,3938
opponent,177
opportunity,5676
opposite,631
opt,690
optical,3690
optimal,2183
optimisation,517
optimise,1124
optimised,1674
optimistic,174
optimization,787
optimized,462
optimizer,147
option,28849
optional,844
optionally,25
orange,810
order,3213
ordered,539
ordinary,213
ore,234
organic,186
organisation,1012
organise,238
organised,561
organization,1516
orient,127
origin,885
original,5042
originate,368
ornament,87
otaku,20
oura,468
ouran,4
outcome,416
outdated,477
outdoor,3173
outdoors,673
outfit,1101
outgoing,78
outgrown,2
outlet,1176
outline,402
outlined,252
outlook,244
outmaneuver,2
outperform,121
output,6265
outputting,8
outside,1854
outstanding,613
overall,9841
overcome,264
overcurrent,46
overdrop,2
overexposed,77
overhaul,487
overlay,184
overload,96
overlook,136
overly,395
overpowering,86
oversaturated,67
oversaturation,50
oversees,73
overturned,35
overused,3
overview,544
overvoltage,14
overwatch,53
overwhelming,897
owji,15
owned,423
owner,1149
owning,146
oxide,39
oxygen,1233
p1,207
p3,295
pa,143
pace,984
pacific,99
pacing,88
pack,5613
package,1860
packaging,729
packed,1162
pad,2264
page,3880
paid,1054
pain,499
painful,114
paint,601
painting,126
pair,3960
paired,3448
pairing,2523
pak,111
pale,44
palette,418
pallium,9
palm,809
pan,2304
pane,58
panel,6700
panning,49
panorama,95
panoramic,54
pantone,240
paper,1869
paperwork,24
par,285
paradigm,98
paragliders,1
paragraph,107
parameter,234
paramount,284
parasite,7
parent,1910
parking,326
parliamentary,28
parody,55
partake,41
participant,1947
participate,1109
participation,347
particular,1090
particularly,6146
partner,3201
partnership,2264
party,3233
pas,1298
passable,61
passed,574
passion,510
passionate,454
passive,697
passkey,562
password,3676
past,3343
patankar,2
patch,947
patchwork,52
pathak,29
patience,281
patrol,33
pattern,3134
pause,1019
pausing,66
pave,136
pay,4425
payal,2
paying,962
payment,5594
pc,9811
pd3225u,5
pdaf,123
pdar,16
pdf,534
peace,1282
peaceful,215
peach,301
peacock,74
peak,4486
pearl,764
peculiar,50
peek,171
pegasus,33
pei,187
pen,892
penalty,948
pending,242
penthouse,7
people,9433
perceive,48
percentage,449
perfect,5749
perfection,202
perfectly,1215
perform,1536
performance,38117
performed,890
performer,525
performs,1244
period,3401
peripheral,379
periscope,478
perk,1337
permanent,456
permanently,156
permit,276
permutation,3
perpetrating,2
persistent,201
persists,100
person,3186
personal,7212
personalise,765
personalised,2880
personality,682
personalized,1240
personally,266
personnel,265
perspective,1071
pet,989
petty,13
pharmaceutical,96
phase,1046
phenomenon,229
phil,66
philip,1500
philipsmarketing,20
philosophy,468
phishing,982
phone,40189
phonics,11
photo,16150
photography,3119
photoshop,372
physic,180
physical,2491
piano,146
pichai,978
picking,150
picture,4641
piece,1674
pillar,56
pilot,250
pink,1362
pinnacle,22
pinpoint,52
pinpointing,5
pipeline,104
piste,1
pitch,273
pivotal,421
pixel,16692
pixelated,65
pizza,207
place,5840
placed,4389
placement,744
placing,430
plagued,93
plan,8539
planned,762
planning,2451
plastic,3233
plate,617
platform,21006
play,13794
playback,6054
played,2135
player,19516
playing,3454
playtime,2402
pleasant,395
pleasantly,83
pleased,172
pleasing,404
plenty,1221
plethora,276
plex,16
plot,180
plug,927
plugged,419
plugging,152
plus,9526
pm,6517
pocket,1601
poet,58
poignant,46
point,9966
pointed,611
pointer,120
pokémon,353
polaroid,132
poled,170
police,1990
policy,2947
polished,1104
political,1325
politician,73
poll,759
polycarbonate,166
polycrystalline,16
pool,611
poor,774
poorly,251
pop,1736
popular,8079
popularity,2468
port,12436
portability,1311
portable,3755
portal,2645
portfolio,2994
portion,483
portrait,2883
portray,39
portrayal,148
portraying,83
portrays,27
portronics,1487
pose,821
posed,189
posing,383
position,4103
positioned,1014
positioning,845
posse,169
possibility,1836
possible,2680
possibly,445
post,12150
posted,1294
poster,313
posting,544
pot,201
potential,8009
potentialjob,1
potentially,3936
pounding,16
power,19173
powered,10590
powerful,8957
powerhouse,843
powering,346
ppi,722
practical,1882
practicality,603
practice,2964
pradeep,52
pradesh,361
precious,180
precipitation,28
precise,1998
precision,841
preconception,36
predatory,44
predecessor,4855
predict,347
predicted,364
prediction,385
predicts,251
predominantly,55
preemptive,20
prefer,1776
preference,2544
preferred,1115
preferring,98
premier,479
premiere,256
premium,13937
prepare,512
prepared,456
preparing,419
prepopulated,1
presence,1736
present,3345
presentation,624
presented,864
presenting,309
presently,116
preservation,60
preserve,278
preset,589
president,3464
press,3476
pressing,515
pressure,4167
presumably,23
pretending,111
pretty,2754
prevalence,57
prevalent,196
prevent,3072
preventing,1064
prevention,140
preventive,80
prevents,963
preview,1343
previous,5684
previously,2471
prey,211
price,39001
priced,10032
pricier,177
pricing,2363
primarily,1437
primary,4490
prime,5014
print,1728
prior,617
prioritise,1150
prioritises,436
prioritising,226
prioritizes,176
prison,135
privacy,4967
private,2358
privilege,201
privileged,47
privitelli,48
pro,50943
proactive,439
proart,114
probability,46
probably,910
problem,3265
procedure,595
proceed,975
process,9474
processed,453
processing,4050
processor,13642
prodigy,25
produce,1633
produced,540
producing,567
product,19620
production,2767
productive,421
productivity,3705
prof,739
professional,5900
proficiency,80
profile,4659
profit,661
profound,264
program,3968
progress,2293
progression,286
project,3393
projected,438
projector,2712
prominent,1042
promise,10779
promised,775
promising,2395
promote,762
promoted,266
promoter,37
promoting,918
promotion,1189
promotional,630
prompt,1584
prompted,596
prompting,443
prone,432
pronounced,394
proof,1375
prop,114
propel,22
proper,995
properly,678
property,1025
proposal,418
proposed,618
proposes,41
proposition,572
proprietary,842
prospect,182
prospective,50
protagonist,557
protect,3007
protected,961
protecting,749
protection,5547
protective,491
protruding,149
prove,380
proved,540
provide,10710
provided,3282
provider,1558
provides,12092
providing,8166
proving,151
provision,306
proxdr,238
proximity,236
proxy,49
ps4,211
ps5,894
ptron,60
pty,1
pu,123
public,5099
publicizing,4
published,671
publisher,322
publishing,228
pull,528
pulled,245
punch,932
punchy,718
punctuated,43
purchase,7500
purchased,3015
purchasing,1069
pure,645
purple,2288
purpose,1493
pursuit,275
push,1606
pushed,444
pushing,770
putting,844
puzzle,21817
pve,18
q1,523
q1w8e5r2t9y6u3i7,1
q2,459
q2w5e8t3s6u9i4o7,5
q3w6e9r2t5y8u1i4,5
q500,98
q6w3e8r5t2y9u4i7,5
q7w4e1r8t5y2u6i9,5
q9w6e3r8t1y4u7i2,6
qhd,318
qr,1747
quad,2283
qualcomm,5334
qualification,181
qualify,694
quality,17234
quantified,10
quarter,2361
queen,274
quest,862
question,3108
questioned,358
quick,10364
quickly,6305
quid,24
quieter,363
quietly,195
quirk,486
quirky,296
quite,3796
quits,10
quordle,1
quoted,281
qvga,21
r16,14
r16paired,1
r2,409
r865usqu1hxb7,2
r875usqu1hxb7,2
r885usqu1hxb7,2
r895usqu1hxb7,2
r905usqu1bxb7,2
r915usqu1bxb7,2
r925usqu1bxb7,2
rabbit,211
rabenseifner,1
racing,530
radar,104
radiator,435
radio,785
rail,404
rain,611
rainbow,78
rainfall,62
rainfallradar,1
rainy,78
raised,1338
raising,580
rajeev,95
ram,8718
ramp,127
ramping,142
ran,721
random,301
range,14687
ranger,9
ranging,1661
ranjan,20
ranjeet,4
ranking,258
ranma,12
rant,40
rare,1137
rarely,427
rarity,136
rascal,4
rate,15821
rating,10827
ratio,2035
raw,893
ray,621
reach,3249
reachable,35
reached,1052
reaching,1331
reacted,457
reaction,1601
read,11348
readable,132
reader,1742
readerpro,1
readily,311
readiness,181
reading,1983
ready,3083
readying,29
real,4373
realfeel,2
realise,181
realised,201
realistic,727
reality,1962
really,4011
realm,667
realme,11254
reap,18
rear,6475
reason,1934
reasonable,531
reasoning,472
reboot,247
rebranded,187
recall,1176
receipt,321
receive,5775
received,3119
receiver,524
receives,316
receiving,1230
recent,5164
recently,6313
reception,214
recharge,715
rechargeable,355
recharges,328
recipe,371
recipient,426
reckoned,2
recognise,203
recognised,214
recognition,1923
recollection,41
recommendation,1262
recommended,985
recommending,46
reconsider,89
record,4154
recorded,811
recording,4857
recovering,131
recreate,58
recreated,50
recreating,32
recreation,29
recruit,131
rectangular,838
recurrence,10
recycled,948
red,2559
reddy,63
redeem,4520
redeemed,745
redeeming,788
redefine,523
redefining,220
redemption,5644
redesign,325
redesigned,1779
rediscover,44
redressal,78
reduce,4279
reduced,2662
reducing,3163
reduction,2150
reel,479
refer,208
reference,1257
referring,229
refine,1165
refined,1558
refinement,333
refining,368
reflect,742
reflection,899
reflects,1084
reflex,163
refresh,8937
refreshes,360
refreshing,377
refreshingly,32
refrigerator,2862
refused,162
regain,313
regard,129
regarded,135
regarding,1384
regardless,465
region,1880
regional,410
register,1044
registered,2104
regret,142
regular,5120
regularly,1513
regulated,89
regulation,1397
regulator,774
regulatory,1125
reignited,155
reignites,3
reinforcement,66
rejecting,77
rejection,360
relame,82
relate,87
related,3018
relationship,1316
relatively,1446
relaunch,33
relaunched,9
relaunching,2
relaxation,156
release,6262
released,3605
releasing,252
relevant,1564
reliability,1031
reliable,3901
reliance,2129
relic,124
relief,540
relies,221
rely,984
relying,408
remain,3755
remained,1083
remaining,1275
remains,5515
remake,262
remark,524
remarkable,993
remarkably,254
remastered,133
remastering,29
remember,1804
reminder,1485
reminds,43
reminisce,7
remix,100
remixed,34
remixes,32
remote,4731
removable,184
removal,1387
remove,3394
removed,1412
removing,1214
ren,19
rename,150
render,324
rendering,739
renew,44
renewed,185
renowned,981
repair,1045
repairing,13
repay,41
repeat,457
repeated,887
repetitive,155
replace,1152
replaced,458
replacement,1164
replacing,1011
replenishing,11
replicate,102
replicates,64
reply,1250
replying,247
report,15383
reported,3157
reportedly,5693
reporting,630
represent,645
representation,310
